case_id,resource,activity_name,start_timestamp,end_timestamp,agent
155,Loan Officer-000001,Assess loan risk,2023-02-22 14:20:14.386000+00:00,2023-02-22 14:40:14.386000+00:00,11
155,Loan Officer-000004,Design loan offer,2023-02-22 14:40:14.386000+00:00,2023-02-22 14:57:25.241000+00:00,16
155,Senior Officer-000001,Approve loan offer,2023-02-22 14:57:25.241000+00:00,2023-02-23 07:17:25.241000+00:00,14
155,Clerk-000004,Cancel application,2023-02-23 07:17:25.241000+00:00,2023-02-23 07:22:25.241000+00:00,5
156,Clerk-000005,Check application form completeness,2023-02-22 14:00:00+00:00,2023-02-22 14:12:44.782000+00:00,8
156,Clerk-000008,Check credit history,2023-02-22 14:12:44.782000+00:00,2023-02-22 14:32:17.882000+00:00,12
156,AML Investigator-000001,AML check,2023-02-22 14:12:44.782000+00:00,2023-02-22 14:22:06.309000+00:00,2
156,Appraiser-000002,Appraise property,2023-02-22 14:12:44.782000+00:00,2023-02-22 14:19:34.773000+00:00,6
156,Loan Officer-000002,Assess loan risk,2023-02-22 14:32:17.882000+00:00,2023-02-22 14:52:17.882000+00:00,13
156,Loan Officer-000003,Design loan offer,2023-02-22 14:52:17.882000+00:00,2023-02-22 14:58:24.452000+00:00,15
156,Senior Officer-000002,Approve loan offer,2023-02-22 14:58:24.452000+00:00,2023-02-23 07:18:24.452000+00:00,17
156,Clerk-000007,Cancel application,2023-02-23 07:18:24.452000+00:00,2023-02-23 07:23:24.452000+00:00,10
157,Clerk-000002,Check application form completeness,2023-02-22 14:30:00+00:00,2023-02-22 14:33:21.095000+00:00,1
157,Clerk-000001,Check credit history,2023-02-22 14:33:21.095000+00:00,2023-02-23 07:01:09.363000+00:00,0
157,Appraiser-000001,Appraise property,2023-02-22 14:33:21.095000+00:00,2023-02-22 14:50:40.031000+00:00,3
157,AML Investigator-000002,AML check,2023-02-22 14:33:21.095000+00:00,2023-02-22 14:34:30.539000+00:00,7
157,Loan Officer-000001,Assess loan risk,2023-02-23 07:01:09.363000+00:00,2023-02-23 07:21:09.363000+00:00,11
157,Loan Officer-000002,Design loan offer,2023-02-23 07:21:09.363000+00:00,2023-02-23 07:29:08.392000+00:00,13
157,Senior Officer-000001,Approve loan offer,2023-02-23 07:29:08.392000+00:00,2023-02-23 07:49:08.392000+00:00,14
157,Clerk-000003,Cancel application,2023-02-23 07:49:08.392000+00:00,2023-02-23 07:54:08.392000+00:00,4
158,Clerk-000006,Check application form completeness,2023-02-22 15:00:00+00:00,2023-02-23 07:20:21.839000+00:00,9
158,AML Investigator-000001,AML check,2023-02-23 07:20:21.839000+00:00,2023-02-23 07:25:34.722000+00:00,2
158,Appraiser-000002,Appraise property,2023-02-23 07:20:21.839000+00:00,2023-02-23 07:29:26.532000+00:00,6
158,Clerk-000005,Check credit history,2023-02-23 07:20:21.839000+00:00,2023-02-23 07:24:07.811000+00:00,8
158,Loan Officer-000004,Assess loan risk,2023-02-23 07:29:26.532000+00:00,2023-02-23 07:49:26.532000+00:00,16
158,Clerk-000001,Reject application,2023-02-23 07:49:26.532000+00:00,2023-02-23 07:59:26.532000+00:00,0
159,Clerk-000008,Check application form completeness,2023-02-23 07:30:00+00:00,2023-02-23 07:42:19.864000+00:00,12
159,Clerk-000002,Check credit history,2023-02-23 07:42:19.864000+00:00,2023-02-23 08:10:53.097000+00:00,1
159,AML Investigator-000002,AML check,2023-02-23 07:42:19.864000+00:00,2023-02-23 07:46:01.098000+00:00,7
159,Appraiser-000001,Appraise property,2023-02-23 07:42:19.864000+00:00,2023-02-23 08:00:10.317000+00:00,3
159,Loan Officer-000003,Assess loan risk,2023-02-23 08:10:53.097000+00:00,2023-02-23 08:30:53.097000+00:00,15
159,Clerk-000007,Reject application,2023-02-23 08:30:53.097000+00:00,2023-02-23 08:40:53.097000+00:00,10
160,Clerk-000006,Check application form completeness,2023-02-23 08:00:00+00:00,2023-02-23 08:56:20.820000+00:00,9
160,Clerk-000005,Check credit history,2023-02-23 08:56:20.820000+00:00,2023-02-23 09:10:35.972000+00:00,8
160,Appraiser-000002,Appraise property,2023-02-23 08:56:20.820000+00:00,2023-02-23 09:45:21.077000+00:00,6
160,AML Investigator-000001,AML check,2023-02-23 08:56:20.820000+00:00,2023-02-23 09:07:12.590000+00:00,2
160,Loan Officer-000002,Assess loan risk,2023-02-23 09:45:21.077000+00:00,2023-02-23 10:05:21.077000+00:00,13
160,Loan Officer-000004,Design loan offer,2023-02-23 10:05:21.077000+00:00,2023-02-23 10:06:27.669000+00:00,16
160,Senior Officer-000002,Approve loan offer,2023-02-23 10:06:27.669000+00:00,2023-02-23 10:26:27.669000+00:00,17
160,Clerk-000001,Approve application,2023-02-23 10:26:27.669000+00:00,2023-02-23 10:31:27.669000+00:00,0
161,Clerk-000004,Check application form completeness,2023-02-23 08:30:00+00:00,2023-02-23 09:09:41.640000+00:00,5
161,Clerk-000003,Check credit history,2023-02-23 09:09:41.640000+00:00,2023-02-23 09:22:39.190000+00:00,4
161,Appraiser-000001,Appraise property,2023-02-23 09:09:41.640000+00:00,2023-02-23 09:19:51.531000+00:00,3
161,AML Investigator-000002,AML check,2023-02-23 09:09:41.640000+00:00,2023-02-23 09:19:47.566000+00:00,7
161,Loan Officer-000001,Assess loan risk,2023-02-23 09:22:39.190000+00:00,2023-02-23 09:42:39.190000+00:00,11
161,Clerk-000007,Reject application,2023-02-23 09:42:39.190000+00:00,2023-02-23 09:52:39.190000+00:00,10
162,Clerk-000008,Check application form completeness,2023-02-23 09:00:00+00:00,2023-02-23 09:12:47.952000+00:00,12
162,Clerk-000001,Return application back to applicant,2023-02-23 09:12:47.952000+00:00,2023-02-23 09:17:47.952000+00:00,0
162,Applicant-000001,Applicant completes form,2023-02-23 09:17:47.952000+00:00,2023-02-23 10:17:47.952000+00:00,18
162,Clerk-000008,Check application form completeness,2023-02-23 10:17:47.952000+00:00,2023-02-23 10:37:34.411000+00:00,12
162,Clerk-000002,Check credit history,2023-02-23 10:37:34.411000+00:00,2023-02-23 11:11:10.564000+00:00,1
162,AML Investigator-000001,AML check,2023-02-23 10:37:34.411000+00:00,2023-02-23 11:06:57.293000+00:00,2
162,Appraiser-000002,Appraise property,2023-02-23 10:42:00.147000+00:00,2023-02-23 10:52:02.642000+00:00,6
162,Loan Officer-000001,Assess loan risk,2023-02-23 11:11:10.564000+00:00,2023-02-23 11:31:10.564000+00:00,11
162,Clerk-000008,Reject application,2023-02-23 11:31:10.564000+00:00,2023-02-23 11:41:10.564000+00:00,12
163,Clerk-000002,Check application form completeness,2023-02-23 09:30:00+00:00,2023-02-23 09:59:41.513000+00:00,1
163,Clerk-000006,Check credit history,2023-02-23 09:59:41.513000+00:00,2023-02-23 11:36:38.057000+00:00,9
163,Appraiser-000001,Appraise property,2023-02-23 09:59:41.513000+00:00,2023-02-23 10:50:28.689000+00:00,3
163,AML Investigator-000001,AML check,2023-02-23 09:59:41.513000+00:00,2023-02-23 10:31:12.513000+00:00,2
163,Loan Officer-000004,Assess loan risk,2023-02-23 11:36:38.057000+00:00,2023-02-23 11:56:38.057000+00:00,16
163,Loan Officer-000002,Design loan offer,2023-02-23 11:56:38.057000+00:00,2023-02-23 11:57:23.352000+00:00,13
163,Senior Officer-000002,Approve loan offer,2023-02-23 11:57:23.352000+00:00,2023-02-23 12:17:23.352000+00:00,17
163,Clerk-000004,Cancel application,2023-02-23 12:17:23.352000+00:00,2023-02-23 12:22:23.352000+00:00,5
164,Clerk-000004,Check application form completeness,2023-02-23 10:00:00+00:00,2023-02-23 10:12:34.042000+00:00,5
164,AML Investigator-000002,AML check,2023-02-23 10:12:34.042000+00:00,2023-02-23 10:25:32.863000+00:00,7
164,Appraiser-000002,Appraise property,2023-02-23 10:12:34.042000+00:00,2023-02-23 10:42:00.147000+00:00,6
164,Clerk-000005,Check credit history,2023-02-23 10:12:34.042000+00:00,2023-02-23 11:01:05.148000+00:00,8
164,Loan Officer-000003,Assess loan risk,2023-02-23 11:01:05.148000+00:00,2023-02-23 11:21:05.148000+00:00,15
164,Loan Officer-000002,Design loan offer,2023-02-23 11:21:05.148000+00:00,2023-02-23 11:26:03.706000+00:00,13
164,Senior Officer-000001,Approve loan offer,2023-02-23 11:26:03.706000+00:00,2023-02-23 11:46:03.706000+00:00,14
164,Clerk-000005,Approve application,2023-02-23 11:46:03.706000+00:00,2023-02-23 11:51:03.706000+00:00,8
165,Clerk-000003,Check application form completeness,2023-02-23 10:30:00+00:00,2023-02-23 10:33:01.884000+00:00,4
165,Clerk-000007,Check credit history,2023-02-23 10:33:01.884000+00:00,2023-02-23 10:59:42.077000+00:00,10
165,AML Investigator-000002,AML check,2023-02-23 10:33:01.884000+00:00,2023-02-23 11:15:48.394000+00:00,7
165,Appraiser-000001,Appraise property,2023-02-23 10:50:28.689000+00:00,2023-02-23 14:26:19.919000+00:00,3
165,Loan Officer-000001,Assess loan risk,2023-02-23 14:26:19.919000+00:00,2023-02-23 14:46:19.919000+00:00,11
165,Clerk-000006,Reject application,2023-02-23 14:46:19.919000+00:00,2023-02-23 14:56:19.919000+00:00,9
166,Clerk-000004,Check application form completeness,2023-02-23 11:00:00+00:00,2023-02-23 11:32:30.844000+00:00,5
166,Clerk-000007,Check credit history,2023-02-23 11:32:30.844000+00:00,2023-02-23 13:54:18.059000+00:00,10
166,AML Investigator-000002,AML check,2023-02-23 11:32:30.844000+00:00,2023-02-23 11:33:21.266000+00:00,7
166,Appraiser-000002,Appraise property,2023-02-23 11:43:14.518000+00:00,2023-02-23 11:54:49.578000+00:00,6
166,Loan Officer-000004,Assess loan risk,2023-02-23 13:54:18.059000+00:00,2023-02-23 14:14:18.059000+00:00,16
166,Clerk-000005,Reject application,2023-02-23 14:14:18.059000+00:00,2023-02-23 14:24:18.059000+00:00,8
167,Clerk-000001,Check application form completeness,2023-02-23 11:30:00+00:00,2023-02-23 11:30:49.756000+00:00,0
167,Clerk-000003,Check credit history,2023-02-23 11:30:49.756000+00:00,2023-02-23 11:37:14.144000+00:00,4
167,AML Investigator-000001,AML check,2023-02-23 11:30:49.756000+00:00,2023-02-23 11:38:28.695000+00:00,2
167,Appraiser-000002,Appraise property,2023-02-23 11:30:49.756000+00:00,2023-02-23 11:43:14.518000+00:00,6
167,Loan Officer-000003,Assess loan risk,2023-02-23 11:43:14.518000+00:00,2023-02-23 12:03:14.518000+00:00,15
167,Loan Officer-000001,Design loan offer,2023-02-23 12:03:14.518000+00:00,2023-02-23 12:08:08.053000+00:00,11
167,Senior Officer-000001,Approve loan offer,2023-02-23 12:08:08.053000+00:00,2023-02-23 12:28:08.053000+00:00,14
167,Clerk-000006,Approve application,2023-02-23 12:28:08.053000+00:00,2023-02-23 12:33:08.053000+00:00,9
168,Clerk-000002,Check application form completeness,2023-02-23 12:00:00+00:00,2023-02-23 12:04:01.413000+00:00,1
168,Appraiser-000002,Appraise property,2023-02-23 12:04:01.413000+00:00,2023-02-23 12:26:15.075000+00:00,6
168,Clerk-000001,Check credit history,2023-02-23 12:04:01.413000+00:00,2023-02-23 12:06:42.863000+00:00,0
168,AML Investigator-000002,AML check,2023-02-23 12:04:01.413000+00:00,2023-02-23 12:06:09.539000+00:00,7
168,Loan Officer-000004,Assess loan risk,2023-02-23 12:26:15.075000+00:00,2023-02-23 12:46:15.075000+00:00,16
168,Loan Officer-000002,Design loan offer,2023-02-23 12:46:15.075000+00:00,2023-02-23 12:47:31.295000+00:00,13
168,Senior Officer-000002,Approve loan offer,2023-02-23 12:47:31.295000+00:00,2023-02-23 13:07:31.295000+00:00,17
168,Clerk-000002,Cancel application,2023-02-23 13:07:31.295000+00:00,2023-02-23 13:12:31.295000+00:00,1
169,Clerk-000003,Check application form completeness,2023-02-23 12:30:00+00:00,2023-02-23 13:01:29.820000+00:00,4
169,Clerk-000005,Check credit history,2023-02-23 13:01:29.820000+00:00,2023-02-23 13:07:27.575000+00:00,8
169,Appraiser-000002,Appraise property,2023-02-23 13:01:29.820000+00:00,2023-02-23 13:15:28.898000+00:00,6
169,AML Investigator-000001,AML check,2023-02-23 13:01:29.820000+00:00,2023-02-23 13:29:45.840000+00:00,2
169,Loan Officer-000003,Assess loan risk,2023-02-23 13:29:45.840000+00:00,2023-02-23 13:49:45.840000+00:00,15
169,Loan Officer-000001,Design loan offer,2023-02-23 13:49:45.840000+00:00,2023-02-23 13:59:53.286000+00:00,11
169,Senior Officer-000001,Approve loan offer,2023-02-23 13:59:53.286000+00:00,2023-02-23 14:19:53.286000+00:00,14
169,Clerk-000008,Cancel application,2023-02-23 14:19:53.286000+00:00,2023-02-23 14:24:53.286000+00:00,12
170,Clerk-000008,Check application form completeness,2023-02-23 13:00:00+00:00,2023-02-23 13:10:32.691000+00:00,12
170,AML Investigator-000002,AML check,2023-02-23 13:10:32.691000+00:00,2023-02-23 13:15:37.997000+00:00,7
170,Clerk-000001,Check credit history,2023-02-23 13:10:32.691000+00:00,2023-02-23 13:21:30.441000+00:00,0
170,Appraiser-000002,Appraise property,2023-02-23 13:15:28.898000+00:00,2023-02-23 13:58:13.029000+00:00,6
170,Loan Officer-000002,Assess loan risk,2023-02-23 13:58:13.029000+00:00,2023-02-23 14:18:13.029000+00:00,13
170,Loan Officer-000003,Design loan offer,2023-02-23 14:18:13.029000+00:00,2023-02-23 14:28:36.901000+00:00,15
170,Senior Officer-000002,Approve loan offer,2023-02-23 14:28:36.901000+00:00,2023-02-23 14:48:36.901000+00:00,17
170,Clerk-000003,Cancel application,2023-02-23 14:48:36.901000+00:00,2023-02-23 14:53:36.901000+00:00,4
171,Clerk-000004,Check application form completeness,2023-02-23 13:30:00+00:00,2023-02-23 14:29:00.856000+00:00,5
171,Clerk-000002,Check credit history,2023-02-23 14:29:00.856000+00:00,2023-02-24 07:31:40.145000+00:00,1
171,AML Investigator-000001,AML check,2023-02-23 14:29:00.856000+00:00,2023-02-24 07:48:15.683000+00:00,2
171,Appraiser-000001,Appraise property,2023-02-23 14:29:00.856000+00:00,2023-02-23 14:37:26.209000+00:00,3
171,Loan Officer-000001,Assess loan risk,2023-02-24 07:48:15.683000+00:00,2023-02-24 08:08:15.683000+00:00,11
171,Clerk-000002,Reject application,2023-02-24 08:08:15.683000+00:00,2023-02-24 08:18:15.683000+00:00,1
172,Clerk-000006,Check application form completeness,2023-02-23 14:00:00+00:00,2023-02-23 14:00:58.239000+00:00,9
172,Clerk-000003,Check credit history,2023-02-23 14:00:58.239000+00:00,2023-02-23 14:05:32.022000+00:00,4
172,Appraiser-000002,Appraise property,2023-02-23 14:00:58.239000+00:00,2023-02-23 14:49:45.338000+00:00,6
172,AML Investigator-000002,AML check,2023-02-23 14:00:58.239000+00:00,2023-02-23 14:17:02.011000+00:00,7
172,Loan Officer-000004,Assess loan risk,2023-02-23 14:49:45.338000+00:00,2023-02-24 07:09:45.338000+00:00,16
172,Loan Officer-000003,Design loan offer,2023-02-24 07:09:45.338000+00:00,2023-02-24 07:22:02.894000+00:00,15
172,Senior Officer-000001,Approve loan offer,2023-02-24 07:22:02.894000+00:00,2023-02-24 07:42:02.894000+00:00,14
172,Clerk-000003,Approve application,2023-02-24 07:42:02.894000+00:00,2023-02-24 07:47:02.894000+00:00,4
173,Clerk-000001,Check application form completeness,2023-02-23 14:30:00+00:00,2023-02-23 14:34:12.421000+00:00,0
173,AML Investigator-000002,AML check,2023-02-23 14:34:12.421000+00:00,2023-02-24 07:08:17.576000+00:00,7
173,Clerk-000007,Check credit history,2023-02-23 14:34:12.421000+00:00,2023-02-24 07:06:25.864000+00:00,10
173,Appraiser-000001,Appraise property,2023-02-23 14:37:26.209000+00:00,2023-02-23 14:39:15.910000+00:00,3
173,Loan Officer-000002,Assess loan risk,2023-02-24 07:08:17.576000+00:00,2023-02-24 07:28:17.576000+00:00,13
173,Clerk-000008,Reject application,2023-02-24 07:28:17.576000+00:00,2023-02-24 07:38:17.576000+00:00,12
174,Clerk-000005,Check application form completeness,2023-02-23 15:00:00+00:00,2023-02-24 07:29:47.601000+00:00,8
174,Clerk-000004,Check credit history,2023-02-24 07:29:47.601000+00:00,2023-02-24 08:23:27.989000+00:00,5
174,Appraiser-000001,Appraise property,2023-02-24 07:29:47.601000+00:00,2023-02-24 08:26:29.962000+00:00,3
174,AML Investigator-000002,AML check,2023-02-24 07:29:47.601000+00:00,2023-02-24 09:28:17.226000+00:00,7
174,Loan Officer-000002,Assess loan risk,2023-02-24 09:28:17.226000+00:00,2023-02-24 09:48:17.226000+00:00,13
174,Clerk-000008,Reject application,2023-02-24 09:48:17.226000+00:00,2023-02-24 09:58:17.226000+00:00,12
175,Clerk-000001,Check application form completeness,2023-02-24 07:30:00+00:00,2023-02-24 07:53:48.727000+00:00,0
175,Clerk-000006,Return application back to applicant,2023-02-24 07:53:48.727000+00:00,2023-02-24 07:58:48.727000+00:00,9
175,Applicant-000001,Applicant completes form,2023-02-24 07:58:48.727000+00:00,2023-02-24 08:58:48.727000+00:00,18
175,Clerk-000001,Check application form completeness,2023-02-24 08:58:48.727000+00:00,2023-02-24 09:13:50.944000+00:00,0
175,AML Investigator-000001,AML check,2023-02-24 09:13:50.944000+00:00,2023-02-24 10:46:31.076000+00:00,2
175,Appraiser-000002,Appraise property,2023-02-24 09:13:50.944000+00:00,2023-02-24 10:10:01.141000+00:00,6
175,Clerk-000007,Check credit history,2023-02-24 09:13:50.944000+00:00,2023-02-24 09:49:32.764000+00:00,10
175,Loan Officer-000003,Assess loan risk,2023-02-24 10:46:31.076000+00:00,2023-02-24 11:06:31.076000+00:00,15
175,Clerk-000003,Reject application,2023-02-24 11:06:31.076000+00:00,2023-02-24 11:16:31.076000+00:00,4
176,Clerk-000007,Check application form completeness,2023-02-24 08:00:00+00:00,2023-02-24 08:05:17.369000+00:00,10
176,Appraiser-000002,Appraise property,2023-02-24 08:05:17.369000+00:00,2023-02-24 08:34:30.943000+00:00,6
176,AML Investigator-000001,AML check,2023-02-24 08:05:17.369000+00:00,2023-02-24 08:14:11.797000+00:00,2
176,Clerk-000005,Check credit history,2023-02-24 08:05:17.369000+00:00,2023-02-24 08:15:13.160000+00:00,8
176,Loan Officer-000004,Assess loan risk,2023-02-24 08:34:30.943000+00:00,2023-02-24 08:54:30.943000+00:00,16
176,Loan Officer-000003,Design loan offer,2023-02-24 08:54:30.943000+00:00,2023-02-24 08:59:28.203000+00:00,15
176,Senior Officer-000002,Approve loan offer,2023-02-24 08:59:28.203000+00:00,2023-02-24 09:19:28.203000+00:00,17
176,Clerk-000002,Cancel application,2023-02-24 09:19:28.203000+00:00,2023-02-24 09:24:28.203000+00:00,1
177,Clerk-000008,Check application form completeness,2023-02-24 08:30:00+00:00,2023-02-24 08:56:54.470000+00:00,12
177,Clerk-000003,Check credit history,2023-02-24 08:56:54.470000+00:00,2023-02-24 10:03:07.620000+00:00,4
177,AML Investigator-000001,AML check,2023-02-24 08:56:54.470000+00:00,2023-02-24 09:12:02.189000+00:00,2
177,Appraiser-000001,Appraise property,2023-02-24 08:56:54.470000+00:00,2023-02-24 09:08:55.792000+00:00,3
177,Loan Officer-000001,Assess loan risk,2023-02-24 10:03:07.620000+00:00,2023-02-24 10:23:07.620000+00:00,11
177,Loan Officer-000004,Design loan offer,2023-02-24 10:23:07.620000+00:00,2023-02-24 10:23:18.540000+00:00,16
177,Senior Officer-000001,Approve loan offer,2023-02-24 10:23:18.540000+00:00,2023-02-24 10:43:18.540000+00:00,14
177,Clerk-000007,Approve application,2023-02-24 10:43:18.540000+00:00,2023-02-24 10:48:18.540000+00:00,10
178,Clerk-000006,Check application form completeness,2023-02-24 09:00:00+00:00,2023-02-24 09:15:35.442000+00:00,9
178,Clerk-000005,Check credit history,2023-02-24 09:15:35.442000+00:00,2023-02-24 09:20:44.172000+00:00,8
178,Appraiser-000001,Appraise property,2023-02-24 09:15:35.442000+00:00,2023-02-24 09:55:51.036000+00:00,3
178,AML Investigator-000002,AML check,2023-02-24 09:28:17.226000+00:00,2023-02-24 11:08:07.302000+00:00,7
178,Loan Officer-000002,Assess loan risk,2023-02-24 11:08:07.302000+00:00,2023-02-24 11:28:07.302000+00:00,13
178,Clerk-000007,Reject application,2023-02-24 11:28:07.302000+00:00,2023-02-24 11:38:07.302000+00:00,10
179,Clerk-000004,Check application form completeness,2023-02-24 09:30:00+00:00,2023-02-24 10:23:07.407000+00:00,5
179,Appraiser-000001,Appraise property,2023-02-24 10:23:07.407000+00:00,2023-02-24 11:10:12.585000+00:00,3
179,Clerk-000005,Check credit history,2023-02-24 10:23:07.407000+00:00,2023-02-24 10:42:43.002000+00:00,8
179,AML Investigator-000001,AML check,2023-02-24 10:46:31.076000+00:00,2023-02-24 12:06:37.385000+00:00,2
179,Loan Officer-000004,Assess loan risk,2023-02-24 12:06:37.385000+00:00,2023-02-24 12:26:37.385000+00:00,16
179,Clerk-000006,Reject application,2023-02-24 12:26:37.385000+00:00,2023-02-24 12:36:37.385000+00:00,9
180,Clerk-000001,Check application form completeness,2023-02-24 10:00:00+00:00,2023-02-24 10:00:32.407000+00:00,0
180,Clerk-000006,Return application back to applicant,2023-02-24 10:00:32.407000+00:00,2023-02-24 10:05:32.407000+00:00,9
180,Applicant-000001,Applicant completes form,2023-02-24 10:05:32.407000+00:00,2023-02-24 11:05:32.407000+00:00,18
180,Clerk-000001,Check application form completeness,2023-02-24 11:05:32.407000+00:00,2023-02-24 11:07:59.101000+00:00,0
180,Clerk-000006,Check credit history,2023-02-24 11:07:59.101000+00:00,2023-02-24 11:17:54.662000+00:00,9
180,Appraiser-000002,Appraise property,2023-02-24 11:07:59.101000+00:00,2023-02-24 11:44:43.924000+00:00,6
180,AML Investigator-000002,AML check,2023-02-24 11:08:07.302000+00:00,2023-02-24 11:08:34.980000+00:00,7
180,Loan Officer-000001,Assess loan risk,2023-02-24 11:44:43.924000+00:00,2023-02-24 12:04:43.924000+00:00,11
180,Clerk-000003,Reject application,2023-02-24 12:04:43.924000+00:00,2023-02-24 12:14:43.924000+00:00,4
181,Clerk-000002,Check application form completeness,2023-02-24 10:30:00+00:00,2023-02-24 11:10:32.331000+00:00,1
181,AML Investigator-000002,AML check,2023-02-24 11:10:32.331000+00:00,2023-02-24 11:16:24.566000+00:00,7
181,Clerk-000004,Check credit history,2023-02-24 11:10:32.331000+00:00,2023-02-24 11:12:59.611000+00:00,5
181,Appraiser-000001,Appraise property,2023-02-24 11:10:32.331000+00:00,2023-02-24 12:29:36.537000+00:00,3
181,Loan Officer-000002,Assess loan risk,2023-02-24 12:29:36.537000+00:00,2023-02-24 12:49:36.537000+00:00,13
181,Loan Officer-000004,Design loan offer,2023-02-24 12:49:36.537000+00:00,2023-02-24 12:57:27.459000+00:00,16
181,Senior Officer-000001,Approve loan offer,2023-02-24 12:57:27.459000+00:00,2023-02-24 13:17:27.459000+00:00,14
181,Clerk-000003,Cancel application,2023-02-24 13:17:27.459000+00:00,2023-02-24 13:22:27.459000+00:00,4
182,Clerk-000008,Check application form completeness,2023-02-24 11:00:00+00:00,2023-02-24 11:16:07.628000+00:00,12
182,Clerk-000005,Check credit history,2023-02-24 11:16:07.628000+00:00,2023-02-24 11:45:48.295000+00:00,8
182,AML Investigator-000002,AML check,2023-02-24 11:16:24.566000+00:00,2023-02-24 12:12:32.732000+00:00,7
182,Appraiser-000002,Appraise property,2023-02-24 11:44:43.924000+00:00,2023-02-24 11:45:57.455000+00:00,6
182,Loan Officer-000003,Assess loan risk,2023-02-24 12:12:32.732000+00:00,2023-02-24 12:32:32.732000+00:00,15
182,Loan Officer-000004,Design loan offer,2023-02-24 12:32:32.732000+00:00,2023-02-24 12:33:34.983000+00:00,16
182,Senior Officer-000002,Approve loan offer,2023-02-24 12:33:34.983000+00:00,2023-02-24 12:53:34.983000+00:00,17
182,Clerk-000005,Cancel application,2023-02-24 12:53:34.983000+00:00,2023-02-24 12:58:34.983000+00:00,8
183,Clerk-000001,Check application form completeness,2023-02-24 11:30:00+00:00,2023-02-24 11:30:10.046000+00:00,0
183,Clerk-000002,Check credit history,2023-02-24 11:30:10.046000+00:00,2023-02-24 11:55:49.279000+00:00,1
183,Appraiser-000002,Appraise property,2023-02-24 11:45:57.455000+00:00,2023-02-24 11:58:02.692000+00:00,6
183,AML Investigator-000001,AML check,2023-02-24 12:06:37.385000+00:00,2023-02-24 12:32:15.059000+00:00,2
183,Loan Officer-000001,Assess loan risk,2023-02-24 12:32:15.059000+00:00,2023-02-24 12:52:15.059000+00:00,11
183,Loan Officer-000002,Design loan offer,2023-02-24 12:52:15.059000+00:00,2023-02-24 12:58:59.649000+00:00,13
183,Senior Officer-000002,Approve loan offer,2023-02-24 12:58:59.649000+00:00,2023-02-24 13:18:59.649000+00:00,17
183,Clerk-000006,Approve application,2023-02-24 13:18:59.649000+00:00,2023-02-24 13:23:59.649000+00:00,9
184,Clerk-000004,Check application form completeness,2023-02-24 12:00:00+00:00,2023-02-24 12:01:41.904000+00:00,5
184,Appraiser-000002,Appraise property,2023-02-24 12:01:41.904000+00:00,2023-02-24 12:34:26.992000+00:00,6
184,Clerk-000008,Check credit history,2023-02-24 12:01:41.904000+00:00,2023-02-24 12:01:48.159000+00:00,12
184,AML Investigator-000002,AML check,2023-02-24 12:12:32.732000+00:00,2023-02-24 12:28:22.150000+00:00,7
184,Loan Officer-000003,Assess loan risk,2023-02-24 12:34:26.992000+00:00,2023-02-24 12:54:26.992000+00:00,15
184,Clerk-000002,Reject application,2023-02-24 12:54:26.992000+00:00,2023-02-24 13:04:26.992000+00:00,1
185,Clerk-000001,Check application form completeness,2023-02-24 12:30:00+00:00,2023-02-24 12:43:03.262000+00:00,0
185,AML Investigator-000002,AML check,2023-02-24 12:43:03.262000+00:00,2023-02-24 13:06:42.512000+00:00,7
185,Appraiser-000001,Appraise property,2023-02-24 12:43:03.262000+00:00,2023-02-24 13:21:39.965000+00:00,3
185,Clerk-000007,Check credit history,2023-02-24 12:43:03.262000+00:00,2023-02-24 13:27:58.894000+00:00,10
185,Loan Officer-000001,Assess loan risk,2023-02-24 13:27:58.894000+00:00,2023-02-24 13:47:58.894000+00:00,11
185,Loan Officer-000003,Design loan offer,2023-02-24 13:47:58.894000+00:00,2023-02-24 13:48:58.919000+00:00,15
185,Senior Officer-000001,Approve loan offer,2023-02-24 13:48:58.919000+00:00,2023-02-24 14:08:58.919000+00:00,14
185,Clerk-000004,Cancel application,2023-02-24 14:08:58.919000+00:00,2023-02-24 14:13:58.919000+00:00,5
186,Clerk-000004,Check application form completeness,2023-02-24 13:00:00+00:00,2023-02-24 13:15:18.108000+00:00,5
186,Clerk-000008,Check credit history,2023-02-24 13:15:18.108000+00:00,2023-02-24 14:00:00.912000+00:00,12
186,Appraiser-000002,Appraise property,2023-02-24 13:15:18.108000+00:00,2023-02-24 13:57:57.917000+00:00,6
186,AML Investigator-000001,AML check,2023-02-24 13:15:18.108000+00:00,2023-02-24 14:01:19.898000+00:00,2
186,Loan Officer-000004,Assess loan risk,2023-02-24 14:01:19.898000+00:00,2023-02-24 14:21:19.898000+00:00,16
186,Clerk-000006,Reject application,2023-02-24 14:21:19.898000+00:00,2023-02-24 14:31:19.898000+00:00,9
187,Clerk-000001,Check application form completeness,2023-02-24 13:30:00+00:00,2023-02-24 14:15:45.110000+00:00,0
187,Clerk-000003,Check credit history,2023-02-24 14:15:45.110000+00:00,2023-02-24 14:17:57.067000+00:00,4
187,AML Investigator-000001,AML check,2023-02-24 14:15:45.110000+00:00,2023-02-24 14:46:16.645000+00:00,2
187,Appraiser-000002,Appraise property,2023-02-24 14:15:45.110000+00:00,2023-02-24 14:59:02.534000+00:00,6
187,Loan Officer-000001,Assess loan risk,2023-02-24 14:59:02.534000+00:00,2023-02-27 07:19:02.534000+00:00,11
